
PST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2007-1-25,52,46,40,44,41,37,92,83,74,30.22,30.16,30.09,8,5,3,17,6,20,0.00,3,,263<br />
2007-1-26,48,45,41,47,43,39,93,88,82,30.08,30.03,30.00,7,3,1,10,3,16,0.20,7,Rain,139<br />
2007-1-27,55,52,48,48,47,46,93,88,83,30.04,30.02,29.99,6,3,1,15,3,16,0.08,7,Rain,15<br />
2007-1-28,56,52,47,48,46,43,93,83,72,30.12,30.08,30.04,9,5,3,10,3,12,0.09,5,Rain,5<br />
2007-1-29,63,54,44,47,43,41,93,71,48,30.13,30.08,30.02,10,8,4,18,3,20,0.00,4,,241<br />
2007-1-30,59,51,42,47,43,39,89,78,67,30.01,29.97,29.92,10,10,7,21,6,26,0.00,5,,254<br />
2007-1-31,54,52,49,43,41,39,80,72,64,30.05,30.02,29.97,10,10,7,16,8,20,0.00,6,,289<br />
2007-2-1,51,50,49,42,40,39,77,72,66,30.14,30.08,30.02,10,10,10,16,8,18,0.00,8,,285<br />
2007-2-2,55,51,46,42,39,37,76,65,54,30.30,30.21,30.14,10,9,6,17,6,22,0.00,6,,33<br />
2007-2-3,57,48,39,43,41,37,92,77,61,30.37,30.33,30.30,10,6,3,9,2,13,0.00,2,,89<br />
2007-2-4,60,52,43,47,42,36,89,65,40,30.31,30.25,30.17,10,6,2,7,2,8,0.00,3,,98<br />
2007-2-5,64,55,45,48,45,41,93,78,62,30.19,30.15,30.09,8,6,3,24,5,28,0.00,6,,321<br />
2007-2-6,58,51,44,48,46,41,93,80,67,30.15,30.11,30.06,10,7,2,14,5,17,0.00,6,,210<br />
2007-2-7,60,55,50,54,50,46,96,84,72,30.06,30.03,29.98,10,8,3,23,8,29,0.11,8,Rain,152<br />
2007-2-8,57,54,50,54,51,48,96,91,86,30.07,30.05,30.01,10,7,2,20,7,24,0.31,8,Rain,125<br />
2007-2-9,60,57,53,56,54,52,93,89,84,30.10,30.06,30.04,10,7,2,15,6,18,0.35,8,Rain,135<br />
2007-2-10,61,58,55,56,54,53,93,89,84,30.02,29.89,29.82,10,7,3,20,7,33,1.00,8,Rain,157<br />
2007-2-11,58,53,48,52,49,45,93,78,62,30.09,29.95,29.84,10,10,7,17,10,20,0.02,5,Rain,254<br />
2007-2-12,57,51,45,47,45,43,93,75,57,30.11,30.08,30.04,10,10,4,18,5,26,0.28,6,Rain-Thunderstorm,164<br />
2007-2-13,56,52,47,47,45,42,93,77,61,30.26,30.17,30.10,10,10,8,20,9,23,T,4,Rain,297<br />
2007-2-14,59,53,46,48,45,44,93,80,67,30.44,30.36,30.27,10,10,10,26,8,30,0.00,2,,282<br />
2007-2-15,60,55,49,52,49,44,93,84,75,30.53,30.47,30.43,10,9,2,29,13,32,0.00,4,,275<br />
2007-2-16,69,58,46,52,47,42,100,70,39,30.47,30.40,30.26,10,6,0,18,4,21,0.00,3,Fog,290<br />
2007-2-17,73,62,50,50,46,42,89,62,35,30.24,30.13,30.04,10,10,9,33,10,37,0.00,4,,275<br />
2007-2-18,57,53,49,46,44,42,86,72,57,30.02,29.93,29.85,10,10,8,29,16,35,0.00,2,,277<br />
2007-2-19,59,53,46,46,41,35,83,63,43,30.10,30.00,29.91,10,10,9,29,15,37,0.00,1,,278<br />
2007-2-20,58,54,49,45,43,40,80,66,51,30.24,30.18,30.10,10,10,10,24,10,30,T,6,Rain,246<br />
2007-2-21,59,55,50,47,46,44,86,74,62,30.17,30.04,29.86,10,10,8,24,12,41,T,7,Rain,165<br />
2007-2-22,54,49,44,48,41,37,94,78,53,30.02,29.90,29.81,10,8,2,21,11,30,0.55,7,Rain,230<br />
2007-2-23,53,48,42,39,36,33,82,66,50,30.30,30.18,30.03,10,10,5,24,11,29,0.04,2,Rain,276<br />
2007-2-24,57,51,44,50,43,36,90,76,61,30.30,30.19,30.02,10,9,3,30,12,40,0.18,7,Rain,172<br />
2007-2-25,55,52,49,49,45,41,86,74,61,30.08,30.04,29.99,10,10,6,32,12,40,0.10,7,Rain,233<br />
2007-2-26,55,50,44,49,44,39,89,82,74,30.08,29.96,29.87,10,8,2,33,12,43,1.05,8,Rain,222<br />
2007-2-27,53,47,41,40,38,36,86,70,54,30.01,29.95,29.91,10,9,4,24,10,37,0.13,6,Rain,213<br />
2007-2-28,52,47,41,40,36,34,82,66,50,30.28,30.11,29.95,10,10,8,29,13,33,0.02,3,Rain,282<br />
2007-3-1,54,47,39,43,40,35,86,70,54,30.31,30.28,30.25,10,10,9,17,7,21,T,4,Rain,255<br />
2007-3-2,58,49,40,46,43,37,86,76,66,30.37,30.32,30.30,10,10,10,28,7,31,0.00,1,,290<br />
2007-3-3,64,54,44,51,44,41,93,69,45,30.32,30.27,30.22,10,10,10,14,2,15,0.00,4,,114<br />
2007-3-4,64,57,49,52,45,31,93,63,33,30.26,30.22,30.17,10,10,7,15,3,17,0.00,6,,332<br />
2007-3-5,66,59,51,49,44,38,83,64,45,30.18,30.15,30.11,10,10,10,21,8,23,0.00,4,,294<br />
2007-3-6,62,54,45,51,47,41,93,80,67,30.18,30.14,30.10,10,10,8,24,9,28,0.00,3,,297<br />
2007-3-7,61,55,49,50,47,44,90,75,60,30.19,30.13,30.10,10,10,9,16,9,20,0.00,6,,270<br />
2007-3-8,59,53,47,45,43,42,80,69,57,30.21,30.16,30.12,10,10,10,24,11,29,0.00,4,,288<br />
2007-3-9,57,52,46,48,44,41,83,73,58,30.22,30.18,30.13,10,10,10,15,8,20,0.00,5,,269<br />
2007-3-10,66,57,48,51,49,45,93,77,60,30.25,30.20,30.17,10,10,7,24,7,28,0.00,4,,299<br />
2007-3-11,78,64,50,55,50,46,89,64,38,30.21,30.15,30.09,10,10,10,17,4,33,0.00,2,,306<br />
2007-3-12,77,66,55,55,52,50,86,66,46,30.13,30.07,30.01,10,10,10,17,6,21,0.00,3,,301<br />
2007-3-13,63,57,51,53,50,46,90,81,72,30.11,30.05,30.01,10,10,9,28,14,31,0.00,2,,287<br />
2007-3-14,61,55,49,47,45,42,86,71,55,30.18,30.13,30.11,10,10,9,26,12,30,0.00,3,,282<br />
2007-3-15,75,61,47,53,46,39,86,57,27,30.12,30.07,30.01,10,10,8,20,7,22,0.00,1,,296<br />
2007-3-16,77,64,50,56,47,42,83,60,36,30.07,30.03,29.97,10,10,9,20,7,23,0.00,0,,305<br />
2007-3-17,58,54,50,49,48,46,93,83,72,30.08,30.04,30.01,10,10,9,25,14,29,0.00,3,,281<br />
2007-3-18,61,56,51,50,48,46,90,79,67,30.07,30.04,30.00,10,10,10,24,13,58,0.00,5,,276<br />
2007-3-19,61,55,48,50,48,45,93,77,60,30.06,30.03,30.01,10,10,10,22,8,24,0.00,5,,278<br />
2007-3-20,57,53,49,52,48,43,96,81,66,30.05,30.02,29.98,10,9,2,37,16,43,0.13,7,Rain,249<br />
2007-3-21,62,54,46,43,41,39,86,66,46,30.06,30.01,29.97,10,10,9,25,11,28,0.00,1,,281<br />
2007-3-22,69,58,47,47,41,30,86,56,26,30.01,29.97,29.92,10,9,7,29,9,35,0.00,4,,281<br />
2007-3-23,70,59,47,51,47,43,93,70,47,30.00,29.95,29.91,10,9,7,26,10,31,0.00,2,,293<br />
2007-3-24,64,57,49,49,47,45,86,73,60,30.14,30.05,29.95,10,10,7,24,9,29,0.00,4,,257<br />
2007-3-25,60,56,51,51,49,46,90,80,69,30.20,30.16,30.13,10,10,7,17,10,22,T,8,,277<br />
2007-3-26,61,54,47,52,48,41,90,81,71,30.14,30.07,30.03,10,9,2,24,11,35,0.14,6,Rain,246<br />
2007-3-27,56,51,46,40,38,33,76,63,50,30.25,30.18,30.10,10,10,9,39,23,48,0.00,2,,289<br />
2007-3-28,62,53,43,43,37,30,76,54,32,30.31,30.26,30.21,10,10,10,21,9,24,T,0,,290<br />
2007-3-29,71,58,44,45,37,27,77,50,22,30.24,30.19,30.13,10,10,10,23,8,29,0.00,2,,281<br />
2007-3-30,66,57,47,49,46,42,93,73,52,30.18,30.14,30.11,10,10,9,24,11,29,0.00,3,,301<br />
2007-3-31,64,55,46,50,46,42,86,72,57,30.14,30.08,30.00,10,10,9,31,12,38,0.00,3,,290<br />
2007-4-1,58,53,48,46,45,40,86,74,62,30.03,30.01,29.98,10,10,10,33,16,38,0.00,5,,271<br />
2007-4-2,65,56,47,47,42,37,86,66,46,30.09,30.06,30.03,10,10,9,25,12,30,0.00,4,,277<br />
2007-4-3,65,55,45,47,43,38,86,63,39,30.13,30.08,30.04,10,10,10,25,11,30,0.00,2,,295<br />
2007-4-4,67,59,50,46,44,40,86,65,43,30.12,30.08,30.03,10,10,10,22,12,26,0.00,6,,292<br />
2007-4-5,64,57,50,49,47,46,89,73,56,30.04,29.99,29.93,10,10,7,28,13,31,0.00,6,Fog,292<br />
2007-4-6,61,55,49,52,49,46,93,79,64,30.00,29.97,29.93,10,9,2,23,11,28,0.00,6,Fog,268<br />
2007-4-7,63,57,51,54,50,46,90,79,67,29.99,29.97,29.95,10,10,10,24,12,29,0.00,7,,239<br />
2007-4-8,64,58,51,48,46,40,83,63,43,30.07,30.01,29.96,10,10,10,23,15,30,0.00,5,,259<br />
2007-4-9,62,56,50,53,46,42,90,71,51,30.18,30.12,30.06,10,10,4,37,19,41,0.01,3,Rain,265<br />
2007-4-10,67,57,46,44,40,35,77,55,32,30.22,30.16,30.09,10,10,10,30,13,37,0.00,3,,273<br />
2007-4-11,60,55,50,50,46,42,90,75,60,30.12,30.06,30.00,10,8,2,35,18,39,0.11,5,Rain,264<br />
2007-4-12,60,54,47,43,39,36,80,64,47,30.15,30.12,30.10,10,10,10,31,19,37,0.00,1,,284<br />
2007-4-13,65,55,45,48,44,41,86,71,55,30.19,30.16,30.13,10,10,9,23,10,32,0.00,4,,284<br />
2007-4-14,57,54,50,51,46,42,83,72,61,30.14,30.09,30.06,10,10,4,40,17,48,0.18,7,Rain,255<br />
2007-4-15,63,55,47,44,41,38,77,63,48,30.10,30.03,29.96,10,10,7,30,18,35,0.00,2,,280<br />
2007-4-16,70,60,50,46,43,37,83,57,31,30.16,30.07,30.00,10,10,8,32,17,38,0.00,1,,279<br />
2007-4-17,59,54,48,48,42,37,89,72,55,30.27,30.22,30.16,10,10,10,37,23,41,0.00,4,,275<br />
2007-4-18,58,52,46,40,37,36,71,59,47,30.29,30.24,30.17,10,10,10,32,20,39,0.00,1,,279<br />
2007-4-19,58,53,47,44,40,38,86,67,47,30.15,29.99,29.83,10,10,5,22,9,26,0.25,6,Rain,203<br />
2007-4-20,61,54,47,46,44,39,93,70,47,29.97,29.86,29.80,10,10,6,25,11,30,0.14,5,Rain,283<br />
2007-4-21,58,54,49,47,44,39,86,69,51,30.09,30.03,29.96,10,9,6,23,10,29,0.20,7,Rain,190<br />
2007-4-22,60,55,50,52,47,43,100,79,57,30.08,29.98,29.89,10,9,2,25,15,30,0.25,5,Rain,251<br />
2007-4-23,66,57,47,48,46,44,93,73,52,30.23,30.16,30.09,10,10,10,28,13,35,0.00,1,,269<br />
2007-4-24,63,57,50,48,46,45,83,72,60,30.28,30.23,30.17,10,10,10,28,15,32,0.00,3,,274<br />
2007-4-25,58,54,50,48,46,43,89,76,62,30.19,30.13,30.04,10,10,8,43,23,49,0.00,5,,269<br />
2007-4-26,63,56,48,48,45,43,80,68,56,30.04,30.01,29.96,10,9,7,29,12,35,0.00,1,,282<br />
2007-4-27,75,62,49,54,48,43,80,61,41,30.02,29.98,29.93,10,9,7,25,8,29,0.00,1,,298<br />
2007-4-28,77,64,51,55,50,47,89,66,43,30.00,29.96,29.92,10,9,7,24,10,29,0.00,3,Fog,305<br />
2007-4-29,65,58,50,51,48,45,93,78,63,30.04,30.01,29.99,10,10,9,26,10,30,0.00,4,,313<br />
2007-4-30,69,60,50,51,43,37,83,60,37,30.04,30.00,29.94,10,10,9,30,15,40,0.00,2,,280<br />
2007-5-1,63,57,50,52,46,41,80,64,48,30.00,29.97,29.95,10,10,10,28,13,33,0.00,4,,265<br />
2007-5-2,63,58,52,53,49,42,93,72,51,30.13,30.03,29.95,10,10,6,28,15,33,0.07,5,Rain,254<br />
2007-5-3,60,55,50,46,42,34,80,59,37,30.16,30.10,29.96,10,10,6,20,12,26,T,6,Rain,261<br />
2007-5-4,62,57,51,52,47,43,90,71,51,30.08,29.98,29.90,10,9,4,31,18,40,0.02,5,Rain,284<br />
2007-5-5,68,58,48,44,43,39,80,58,35,30.10,30.06,30.01,10,10,10,31,15,37,0.00,2,,286<br />
2007-5-6,84,68,52,48,44,39,77,50,22,30.09,30.02,29.94,10,10,9,18,5,22,0.00,2,,295<br />
2007-5-7,89,77,65,59,48,40,78,50,21,30.01,29.97,29.93,10,10,10,24,7,28,0.00,1,,326<br />
2007-5-8,83,68,52,57,49,44,83,55,26,29.98,29.94,29.88,10,10,10,18,9,24,0.00,0,,298<br />
2007-5-9,65,58,50,51,48,46,93,75,56,30.03,29.95,29.91,10,10,7,29,16,36,0.00,2,Fog,285<br />
2007-5-10,60,55,49,47,46,45,83,73,62,30.10,30.06,30.01,10,10,9,28,15,32,0.00,4,,273<br />
2007-5-11,59,54,49,47,45,43,86,74,62,30.09,30.05,30.02,10,10,8,26,13,32,0.00,6,,267<br />
2007-5-12,61,56,50,46,44,42,77,64,51,30.13,30.10,30.08,10,10,9,29,17,35,0.00,5,,259<br />
2007-5-13,69,58,47,48,45,43,86,67,48,30.10,30.06,30.01,10,10,9,31,12,38,0.00,1,,276<br />
2007-5-14,61,55,49,47,45,44,86,73,60,30.03,30.00,29.96,10,9,8,28,15,32,0.00,1,,289<br />
2007-5-15,56,53,50,47,46,45,86,79,71,30.10,30.05,30.00,10,9,8,28,16,36,0.00,7,,263<br />
2007-5-16,62,56,49,46,45,42,86,69,51,30.07,30.03,29.97,10,10,8,41,21,51,0.00,4,,265<br />
2007-5-17,61,55,49,47,46,45,86,73,60,30.07,30.05,30.03,10,10,10,26,15,33,0.00,3,,269<br />
2007-5-18,64,57,50,49,46,42,83,64,45,30.11,30.07,30.03,10,10,10,30,16,38,0.00,3,,273<br />
2007-5-19,61,56,51,52,48,40,93,74,55,30.11,30.07,30.01,10,8,2,35,22,41,0.00,5,,270<br />
2007-5-20,64,58,51,52,46,41,93,70,46,30.04,29.99,29.93,10,10,10,43,26,51,0.00,4,,272<br />
2007-5-21,70,60,49,51,46,42,93,68,42,29.95,29.91,29.85,10,9,1,31,16,38,0.00,3,,283<br />
2007-5-22,72,61,50,47,43,41,77,56,35,29.92,29.89,29.86,10,10,9,31,13,36,0.00,0,,287<br />
2007-5-23,82,68,54,47,39,28,72,45,17,29.97,29.93,29.88,10,10,10,25,10,28,0.00,2,,288<br />
2007-5-24,68,60,51,52,47,45,83,70,56,29.94,29.92,29.90,10,10,8,28,13,32,0.00,1,Fog,296<br />
2007-5-25,64,57,49,50,48,46,93,77,60,29.98,29.95,29.93,10,9,8,25,14,30,0.00,4,Fog,289<br />
2007-5-26,69,61,52,50,48,47,89,71,53,29.98,29.96,29.94,10,9,8,25,13,30,0.00,5,Fog,267<br />
2007-5-27,64,58,51,50,48,45,89,73,56,29.99,29.96,29.91,10,9,7,24,12,29,0.00,5,,253<br />
2007-5-28,73,62,50,52,48,45,83,62,41,29.94,29.90,29.86,10,10,8,18,8,22,0.00,1,,311<br />
2007-5-29,67,59,51,50,47,46,83,66,48,30.05,29.98,29.93,10,10,9,20,8,24,0.00,2,,244<br />
2007-5-30,60,57,54,47,46,45,83,70,56,30.09,30.07,30.04,10,10,10,21,13,25,0.00,5,,247<br />
2007-5-31,67,60,52,48,47,44,77,63,48,30.07,30.01,29.96,10,10,10,25,13,31,0.00,6,,266<br />
2007-6-1,66,59,52,49,47,45,89,71,52,29.97,29.93,29.89,10,10,10,23,14,26,0.00,7,,265<br />
2007-6-2,60,56,52,50,48,48,90,79,67,30.00,29.96,29.93,10,10,9,24,12,31,0.00,7,,264<br />
2007-6-3,66,59,52,53,50,48,89,74,58,30.03,30.01,29.96,10,10,10,24,12,28,0.00,6,,288<br />
2007-6-4,70,63,56,56,54,51,93,73,53,30.04,30.02,29.99,10,10,6,22,11,28,0.00,7,,267<br />
2007-6-5,64,59,54,55,51,47,93,75,56,30.02,30.00,29.98,10,10,4,35,20,41,0.00,6,,273<br />
2007-6-6,65,58,51,47,45,44,83,66,48,30.06,30.03,30.00,10,10,10,32,22,39,0.00,1,,280<br />
2007-6-7,67,59,50,48,46,45,86,67,48,30.02,29.99,29.94,10,10,9,31,15,39,0.00,1,,280<br />
2007-6-8,66,59,51,49,47,46,89,73,56,29.99,29.95,29.92,10,10,8,28,13,32,0.00,4,,277<br />
2007-6-9,68,60,51,54,49,44,93,69,45,29.98,29.95,29.93,10,10,8,30,16,38,0.00,4,,284<br />
2007-6-10,67,60,52,54,51,46,93,75,56,29.95,29.91,29.84,10,9,2,38,17,45,0.00,5,,274<br />
2007-6-11,65,58,51,47,45,44,83,66,48,29.93,29.87,29.82,10,10,8,31,13,40,0.00,1,,278<br />
2007-6-12,76,63,50,52,46,43,83,59,35,30.01,29.98,29.93,10,10,8,30,12,33,0.00,0,,299<br />
2007-6-13,83,70,56,58,49,45,72,54,35,30.02,29.96,29.88,10,10,9,29,11,33,0.00,1,,295<br />
2007-6-14,85,71,57,57,49,45,73,53,32,29.89,29.83,29.76,10,10,7,31,10,36,0.00,1,,290<br />
2007-6-15,77,66,55,55,50,46,86,63,40,29.90,29.82,29.77,10,10,9,25,11,29,0.00,1,,296<br />
2007-6-16,62,58,53,52,49,45,86,73,60,30.02,29.95,29.90,10,10,9,24,12,29,0.00,5,,265<br />
2007-6-17,75,63,51,53,48,45,83,62,41,29.95,29.89,29.83,10,10,9,24,10,28,0.00,1,,301<br />
2007-6-18,74,63,51,54,50,47,89,67,44,29.88,29.83,29.80,10,9,8,16,8,20,0.00,1,Fog,303<br />
2007-6-19,71,63,55,54,50,48,83,68,53,30.03,29.95,29.89,10,10,9,22,9,28,0.00,3,,238<br />
2007-6-20,68,61,54,51,49,47,77,67,56,30.13,30.09,30.01,10,10,10,26,14,37,0.00,3,,242<br />
2007-6-21,72,63,53,50,48,47,83,62,41,30.12,30.09,30.04,10,10,10,28,15,31,0.00,2,,276<br />
2007-6-22,71,63,54,50,48,44,83,63,42,30.04,30.01,29.95,10,10,10,37,20,43,0.00,1,,281<br />
2007-6-23,68,61,53,47,45,43,77,61,45,29.99,29.95,29.91,10,10,10,38,22,44,0.00,1,,267<br />
2007-6-24,66,59,52,48,46,43,77,63,48,30.01,29.97,29.92,10,10,10,32,21,39,0.00,1,,275<br />
2007-6-25,78,64,50,53,47,44,83,58,33,30.01,29.97,29.94,10,10,10,32,13,37,0.00,0,,298<br />
2007-6-26,68,60,52,50,48,46,83,68,52,30.06,30.00,29.94,10,10,8,26,13,35,0.00,2,,282<br />
2007-6-27,68,61,53,51,49,45,86,66,45,30.09,30.06,30.03,10,10,10,31,14,39,0.00,2,,282<br />
2007-6-28,70,63,56,56,54,51,86,74,61,30.09,30.06,30.04,10,10,10,25,13,31,0.00,4,,277<br />
2007-6-29,70,63,56,58,54,49,90,74,57,30.10,30.07,30.02,10,9,4,31,13,36,0.00,6,Fog,276<br />
2007-6-30,66,60,54,51,50,49,90,75,60,30.12,30.08,30.06,10,10,10,25,16,33,0.00,4,,267<br />
2007-7-1,68,61,54,50,49,46,90,69,48,30.11,30.07,30.04,10,10,10,28,18,35,0.00,3,,272<br />
2007-7-2,74,65,56,55,50,47,93,66,38,30.11,30.09,30.06,10,10,10,32,19,38,0.00,1,,280<br />
2007-7-3,67,61,55,54,53,51,93,78,63,30.12,30.06,29.98,10,10,10,30,18,37,0.00,2,Fog,282<br />
2007-7-4,80,68,56,56,53,51,86,63,39,29.97,29.89,29.81,10,10,6,28,13,33,0.00,1,,308<br />
2007-7-5,74,65,55,56,52,51,86,68,49,29.86,29.83,29.78,10,9,6,23,12,29,0.00,1,Fog,297<br />
2007-7-6,72,64,55,55,52,50,86,72,57,29.94,29.87,29.83,10,10,10,23,11,30,0.00,2,Fog,303<br />
2007-7-7,61,58,54,52,50,49,93,81,69,29.99,29.96,29.93,10,9,5,24,13,30,0.00,7,,245<br />
2007-7-8,74,64,53,56,52,48,83,66,49,29.92,29.88,29.82,10,10,10,20,8,22,0.00,2,,303<br />
2007-7-9,73,65,56,55,52,50,83,68,53,29.91,29.88,29.85,10,10,9,14,6,18,0.00,3,,248<br />
2007-7-10,71,64,57,56,53,51,80,69,57,29.95,29.92,29.90,10,10,9,20,6,23,T,5,Rain,249<br />
2007-7-11,72,67,61,54,53,50,78,64,49,30.04,30.01,29.94,10,10,10,24,11,31,T,4,,218<br />
2007-7-12,73,66,58,52,50,49,80,61,41,30.08,30.05,30.02,10,10,10,22,8,30,0.00,2,,250<br />
2007-7-13,77,68,58,58,54,50,93,70,47,30.10,30.07,30.03,10,10,6,24,11,29,0.00,3,Fog,289<br />
2007-7-14,68,62,55,57,55,53,93,78,63,30.09,30.05,30.01,10,10,7,26,14,32,0.00,5,Fog,285<br />
2007-7-15,72,65,58,58,56,52,87,77,66,30.04,30.01,29.95,10,10,9,32,17,38,0.00,4,,277<br />
2007-7-16,67,62,57,55,54,52,87,73,58,30.00,29.97,29.94,10,9,7,26,15,30,0.00,6,Fog,268<br />
2007-7-17,74,66,58,61,56,53,93,71,49,29.96,29.92,29.87,10,10,3,20,11,24,0.00,6,Fog,272<br />
2007-7-18,73,67,61,63,58,52,93,71,49,29.99,29.95,29.89,10,10,6,21,11,24,0.01,6,Fog-Rain,257<br />
2007-7-19,71,65,59,56,55,54,84,71,57,30.00,29.96,29.91,10,10,10,33,19,39,0.00,2,,278<br />
2007-7-20,73,66,59,59,56,53,87,70,53,29.99,29.96,29.92,10,10,10,28,16,35,0.00,2,,273<br />
2007-7-21,75,68,61,60,58,57,93,75,57,30.05,30.02,29.97,10,10,4,32,19,37,0.00,5,,270<br />
2007-7-22,72,67,61,59,59,57,90,78,66,30.07,30.03,29.98,10,9,6,31,17,36,0.00,6,Fog,272<br />
2007-7-23,72,66,59,58,57,56,90,76,61,30.00,29.96,29.88,10,10,8,31,17,37,0.00,5,,281<br />
2007-7-24,69,64,58,56,55,53,93,77,61,29.93,29.90,29.86,10,9,7,25,15,33,0.00,6,Fog,267<br />
2007-7-25,68,62,56,54,54,53,93,78,63,29.96,29.92,29.88,10,9,7,23,13,29,0.00,7,Fog,249<br />
2007-7-26,71,64,57,54,53,52,86,72,57,30.00,29.96,29.93,10,10,8,23,12,29,0.00,6,,254<br />
2007-7-27,71,63,55,55,53,51,86,72,57,29.99,29.96,29.91,10,10,10,29,10,33,0.00,4,,285<br />
2007-7-28,70,63,55,55,53,51,86,72,57,29.97,29.94,29.90,10,10,8,26,12,31,0.00,4,,283<br />
2007-7-29,68,62,56,54,53,52,86,73,59,29.95,29.91,29.85,10,10,9,22,12,28,0.00,4,,267<br />
2007-7-30,73,64,55,55,52,51,86,70,53,29.86,29.83,29.77,10,10,9,22,11,25,0.00,1,,306<br />
2007-7-31,70,63,55,54,52,51,86,72,57,29.90,29.85,29.81,10,9,8,23,12,31,0.00,1,Fog,302<br />
2007-8-1,71,63,55,55,53,50,86,72,57,29.93,29.89,29.85,10,10,8,23,10,32,0.00,4,Fog,301<br />
2007-8-2,71,63,54,55,53,52,86,72,57,29.99,29.95,29.91,10,10,8,25,13,30,0.00,4,Fog,300<br />
2007-8-3,69,61,53,53,52,51,93,76,58,29.99,29.94,29.88,10,10,8,26,13,30,0.00,3,Fog,298<br />
2007-8-4,68,61,54,52,52,51,93,76,58,29.93,29.91,29.87,10,10,9,25,14,29,0.00,1,,297<br />
2007-8-5,64,60,55,54,52,50,86,79,72,30.01,29.97,29.91,10,9,6,20,13,25,0.00,7,Fog,249<br />
2007-8-6,65,61,57,52,51,48,80,68,56,30.05,30.01,29.97,10,10,10,18,13,24,0.00,7,,258<br />
2007-8-7,68,62,56,52,51,50,86,71,56,30.06,30.02,30.00,10,10,10,24,16,30,0.00,5,,265<br />
